Order,Family,Subfamily,UMD_Code,TaxLevel,Genus,Species,Subspecies,IncludeSubspecies,Common Name,NABA Comments,Comments,Stex-Mex OW only
908,Hesperiidae,Hesperiinae,EUPYPIL,SPECIES,Euphyes,pilatka,,,Palatka Skipper,,,FALSE
915,Hesperiidae,Hesperiinae,EUPYVES,SPECIES,Euphyes,vestris,,,Dun Skipper,,,FALSE
136,Pieridae,Coliadinae,EUR-SP,GENUS,Eurema,sp.,,,Eurema sp.,,,FALSE
126,Pieridae,Coliadinae,EURALB,SPECIES,Eurema,albula,,,Ghost Yellow,*,,FALSE
127,Pieridae,Coliadinae,EURBOI,SPECIES,Eurema,boisduvaliana,,,Boisduval's Yellow,,,FALSE
125,Pieridae,Coliadinae,EURDAI,SPECIES,Eurema,daira,,,Barred Yellow,,,FALSE
134,Pieridae,Coliadinae,EURDIN,SPECIES,Eurema,dina,,,Dina Yellow,,,FALSE
131,Pieridae,Coliadinae,EURLIS,SPECIES,Eurema,lisa,,,Little Yellow,,,FALSE
133,Pieridae,Coliadinae,EURMES,SPECIES,Eurema,messalina,,,Shy Yellow,,,FALSE
128,Pieridae,Coliadinae,EURMEX,SPECIES,Eurema,mexicana,,,Mexican Yellow,,,FALSE
135,Pieridae,Coliadinae,EURNIC,SPECIES,Eurema,nicippe,,,Sleepy Orange,,,FALSE
132,Pieridae,Coliadinae,EURNIS,SPECIES,Eurema,nise,,,Mimosa Yellow,,,TRUE
130,Pieridae,Coliadinae,EURPRO,SPECIES,Eurema,proterpia,,,Tailed Orange,,,TRUE
129,Pieridae,Coliadinae,EURSAL,SPECIES,Eurema,salome,,,Salome Yellow,,,FALSE
16,Papilionidae,Papilioninae,EURY-SP,GENUS,Eurytides,sp.,,,Eurytides sp.,,,FALSE
14,Papilionidae,Papilioninae,EURYMAR,SPECIES,Eurytides,marcellus,,,Zebra Swallowtail,,,FALSE
15,Papilionidae,Papilioninae,EURYPHI,SPECIES,Eurytides,philolaus,,,Dark Kite-Swallowtail,,,FALSE
284,Lycaenidae,Polyommatinae,EVE-SP,GENUS,Everes,sp.,,,Tailed-Blue sp.,,,FALSE
283,Lycaenidae,Polyommatinae,EVEAMY,SPECIES,Everes,amyntula,,,Western Tailed-Blue,,,FALSE
282,Lycaenidae,Polyommatinae,EVECOM,SPECIES,Everes,comyntas,,,Eastern Tailed-Blue,,,FALSE
652,Hesperiidae,,F-HESP,FAMILY,Hesperiidae,sp.,,,Skipper sp.,,,FALSE
140,Lycaenidae,,F-LYCA,FAMILY,Lycaenidae,sp.,,,Gossamer Wing sp.,,,FALSE
373,Nymphalidae,,F-NYMP,FAMILY,Nymphalidae,sp.,,,Brushfoot sp.,,,FALSE
2,Papilionidae,,F-PAPI,FAMILY,Papilionidae,sp.,,,Papilionid sp.,,,FALSE
48,Pieridae,,F-PIER,FAMILY,Pieridae,sp.,,,Pierid sp.,,,FALSE
340,Riodinidae,,F-RIOD,FAMILY,Riodinidae,sp.,,,Metalmark sp.,,,FALSE
141,Lycaenidae,Miletinae,FENTAR,SPECIES,Feniseca,tarquinius,,,Harvester,,,FALSE
68,Pieridae,Pierinae,GAN-SP,GENUS,Ganyra,sp.,,,Ganyra sp.,,,FALSE
67,Pieridae,Pierinae,GANHOW,SPECIES,Ganyra,howarthii,,,Howarth's White,*,,FALSE
66,Pieridae,Pierinae,GANJOS,SPECIES,Ganyra,josephina,,,Giant White,,,FALSE
752,Hesperiidae,Pyrginae,GESGES,SPECIES,Gesta,gesta,,,False Duskywing,*,,TRUE
318,Lycaenidae,Polyommatinae,GLA-SP,GENUS,Glaucopsyche,sp.,,,Glaucopsyche sp.,,,FALSE
316,Lycaenidae,Polyommatinae,GLALYG,SPECIES,Glaucopsyche,lygdamus,,,Silvery Blue,,,FALSE
315,Lycaenidae,Polyommatinae,GLAPIA,SPECIES,Glaucopsyche,piasus,,,Arrowhead Blue,,,FALSE
317,Lycaenidae,Polyommatinae,GLAXER,SPECIES,Glaucopsyche,xerces,,,Xerces Blue,,,FALSE
737,Hesperiidae,Pyrginae,GORBEG,SPECIES,Gorgythion,begga,,,Variegated Skipper,,,FALSE
747,Hesperiidae,Pyrginae,GRASTI,SPECIES,Grais,stigmatica,,,Hermit Skipper,,,FALSE
90,Pieridae,Coliadinae,H-COL,HYBRID,Colias,philodiceXeurytheme,,,Hybrid Clouded/Orange Sulphers,,,FALSE
524,Nymphalidae,Limenitidinae,H-LIM1,HYBRID,Limenitis,arthemis artXast,,,Hybrid arthemisXastyanax,,,FALSE
528,Nymphalidae,Limenitidinae,H-LIM2,HYBRID,Limenitis,archippusXweidemeyerii,,,Hybrid archippusXweidemeyerii,,,FALSE
529,Nymphalidae,Limenitidinae,H-LIM3,HYBRID,Limenitis,arthemisXweidemeyerii,,,Hybrid arthemisXweidemeyerii,,,FALSE
530,Nymphalidae,Limenitidinae,H-LIM4,HYBRID,Limenitis,arthemisXarchippus,,,Hybrid arthemisXarchippus,,,FALSE
531,Nymphalidae,Limenitidinae,H-LIM5,HYBRID,Limenitis,lorquiniXarthemis,,,Hybrid lorquiniXarthemis,,,FALSE
164,Lycaenidae,Theclinae,HABGRU,SPECIES,Habrodais,grunus,,,Golden Hairstreak,,,FALSE
554,Nymphalidae,Limenitidinae,HAM-SP,GENUS,Hamadryas,sp.,,,Cracker sp.,,,FALSE
551,Nymphalidae,Limenitidinae,HAMAM1,SPECIES,Hamadryas,amphichloe,,,Pale Cracker,,,FALSE
547,Nymphalidae,Limenitidinae,HAMAM2,SPECIES,Hamadryas,amphinome,,,Red Cracker,,,FALSE
553,Nymphalidae,Limenitidinae,HAMATL,SPECIES,Hamadryas,atlantis,,,Black-patched Cracker,,,FALSE
548,Nymphalidae,Limenitidinae,HAMFEB,SPECIES,Hamadryas,februa,,,Gray Cracker,,,FALSE
549,Nymphalidae,Limenitidinae,HAMFER,SPECIES,Hamadryas,feronia,,,Variable Cracker,,,FALSE
550,Nymphalidae,Limenitidinae,HAMGLA,SPECIES,Hamadryas,glauconome,,,Glaucous Cracker,,,FALSE
552,Nymphalidae,Limenitidinae,HAMGUA,SPECIES,Hamadryas,guatemalena,,,Guatemalan Cracker,,,FALSE
382,Nymphalidae,Heliconiinae,HEL-SP,GENUS,Heliconius,sp.,,,Heliconius sp.,,,FALSE
380,Nymphalidae,Heliconiinae,HELCHA,SPECIES,Heliconius,charithonia,,,Zebra Heliconian,*,,TRUE
381,Nymphalidae,Heliconiinae,HELERA,SPECIES,Heliconius,erato,,,Erato Heliconian,,,FALSE
787,Hesperiidae,Pyrginae,HELI-SP,GENUS,Heliopetes,sp.,,,White-Skipper sp.,,,FALSE
788,Hesperiidae,Pyrginae,HELIARS,SPECIES,Heliopetes,arsalte,,,Veined White-Skipper,,,FALSE
783,Hesperiidae,Pyrginae,HELIDOM,SPECIES,Heliopetes,domicella,,,Erichson's White-Skipper,,,FALSE
784,Hesperiidae,Pyrginae,HELIERI,SPECIES,Heliopetes,ericetorum,,,Northern White-Skipper,,,FALSE
785,Hesperiidae,Pyrginae,HELILAV,SPECIES,Heliopetes,laviana,,,Laviana White-Skipper,,,TRUE
786,Hesperiidae,Pyrginae,HELIMAC,SPECIES,Heliopetes,macaira,,,Turk's-cap White-Skipper,,,TRUE
281,Lycaenidae,Polyommatinae,HEM-SP,GENUS,Hemiargus,sp.,,,Hemiargus sp.,,,FALSE
278,Lycaenidae,Polyommatinae,HEMAMM,SPECIES,Hemiargus,ammon,,,Nickerbean Blue,*,,FALSE
279,Lycaenidae,Polyommatinae,HEMCER,SPECIES,Hemiargus,ceraunus,,,Ceraunus Blue,,,TRUE
280,Lycaenidae,Polyommatinae,HEMISO,SPECIES,Hemiargus,isola,,,Reakirt's Blue,,,FALSE
277,Lycaenidae,Polyommatinae,HEMTHO,SPECIES,Hemiargus,thomasi,,,Miami Blue,,,FALSE
594,Nymphalidae,Satyrinae,HERSOS,SPECIES,Hermeuptychia,sosybius,,,Carolina Satyr,,,FALSE
866,Hesperiidae,Hesperiinae,HES-SP,GENUS,Hesperia,sp.,,,Hesperia sp.,,,FALSE
859,Hesperiidae,Hesperiinae,HESATT,SPECIES,Hesperia,attalus,,,Dotted Skipper,,,FALSE
856,Hesperiidae,Hesperiinae,HESCOL,SPECIES,Hesperia,columbia,,,Columbian Skipper,,,FALSE
849,Hesperiidae,Hesperiinae,HESCOM,SPECIES,Hesperia,comma,,,Common Branded Skipper,*,,FALSE
850,Hesperiidae,Hesperiinae,HESCOM,SUBSPECIES,Hesperia,comma,colorado,,Common Branded Skipper,,,FALSE
851,Hesperiidae,Hesperiinae,HESCOM,SUBSPECIES,Hesperia,comma,assiniboia,,Common Branded Skipper,,,FALSE
861,Hesperiidae,Hesperiinae,HESDAC,SPECIES,Hesperia,dacotae,,,Dakota Skipper,,,FALSE
848,Hesperiidae,Hesperiinae,HESJUB,SPECIES,Hesperia,juba,,,Juba Skipper,,,FALSE
854,Hesperiidae,Hesperiinae,HESLEO,SPECIES,Hesperia,leonardus,,,Leonard's Skipper,,,FALSE
862,Hesperiidae,Hesperiinae,HESLIN,SPECIES,Hesperia,lindseyi,,,Lindsey's Skipper,,,FALSE
860,Hesperiidae,Hesperiinae,HESMES,SPECIES,Hesperia,meskei,,,Meske's Skipper,,,FALSE
857,Hesperiidae,Hesperiinae,HESMET,SPECIES,Hesperia,metea,,,Cobweb Skipper,,,FALSE
864,Hesperiidae,Hesperiinae,HESMIR,SPECIES,Hesperia,miriamae,,,Sierra Skipper,,,FALSE
865,Hesperiidae,Hesperiinae,HESNEV,SPECIES,Hesperia,nevada,,,Nevada Skipper,,,FALSE
853,Hesperiidae,Hesperiinae,HESOTT,SPECIES,Hesperia,ottoe,,,Ottoe Skipper,,,FALSE
799,Hesperiidae,Pyrginae,HESP-SP,GENUS,Hesperopsis,sp.,,,Hesperopsis sp.,,,FALSE
855,Hesperiidae,Hesperiinae,HESPAH,SPECIES,Hesperia,pahaska,,,Pahaska Skipper,,,FALSE
796,Hesperiidae,Pyrginae,HESPALP,SPECIES,Hesperopsis,alpheus,,,Saltbush Sootywing,*,,FALSE
797,Hesperiidae,Pyrginae,HESPALP,SUBSPECIES,Hesperopsis,alpheus,alpheus,,'Saltbush' Saltbush Sootywing,,,FALSE
798,Hesperiidae,Pyrginae,HESPALP,SUBSPECIES,Hesperopsis,alpheus,gracielae,,MacNeill's' Saltbush Sootywing,,,FALSE
795,Hesperiidae,Pyrginae,HESPLIB,SPECIES,Hesperopsis,libya,,,Mojave Sootywing,*,,FALSE
863,Hesperiidae,Hesperiinae,HESSAS,SPECIES,Hesperia,sassacus,,,Indian Skipper,,,FALSE
847,Hesperiidae,Hesperiinae,HESUNC,SPECIES,Hesperia,uncas,,,Uncas Skipper,,,FALSE
858,Hesperiidae,Hesperiinae,HESVIR,SPECIES,Hesperia,viridis,,,Green Skipper,,,FALSE
852,Hesperiidae,Hesperiinae,HESWOO,SPECIES,Hesperia,woodgatei,,,Apache Skipper,,,FALSE
557,Nymphalidae,Limenitidinae,HIS-SP,GENUS,Historis,sp.,,,Cecropian sp.,,,FALSE
556,Nymphalidae,Limenitidinae,HISACH,SPECIES,Historis,acheronta,,,Tailed Cecropian,*,,FALSE
555,Nymphalidae,Limenitidinae,HISODI,SPECIES,Historis,odius,,,Orion Cecropian,*,,FALSE
844,Hesperiidae,Hesperiinae,HYLPHY,SPECIES,Hylephila,phyleus,,,Fiery Skipper,,,FALSE
508,Nymphalidae,Nymphalinae,HYPLMIS,SPECIES,Hypolimnas,misippus,,,Mimic,,,FALSE
507,Nymphalidae,Nymphalinae,HYPNLET,SPECIES,Hypanartia,lethe,,,Orange Mapwing,,,FALSE
264,Lycaenidae,Theclinae,HYPSCRI,SPECIES,Hypostrymon,critola,,,Sonoran Hairstreak,,,FALSE
163,Lycaenidae,Theclinae,HYPUCRY,SPECIES,Hypaurotis,crysalus,,,Colorado Hairstreak,,,FALSE
512,Nymphalidae,Nymphalinae,JUN-SP,GENUS,Junonia,sp.,,,Buckeye sp.,,,FALSE
509,Nymphalidae,Nymphalinae,JUNCOE,SPECIES,Junonia,coenia,,,Common Buckeye,,,FALSE
510,Nymphalidae,Nymphalinae,JUNEVA,SPECIES,Junonia,evarete,,,Mangrove Buckeye,,,TRUE
511,Nymphalidae,Nymphalinae,JUNGEN,SUBSPECIES,Junonia,genoveva,form nigrosuffusa,,Tropical Buckeye,,,FALSE
124,Pieridae,Coliadinae,KRILYS,SPECIES,Kricogonia,lyside,,,Lyside Sulphur,,,TRUE
275,Lycaenidae,Polyommatinae,LAMBOE,SPECIES,Lampides,boeticus,,,Pea Blue,*,,FALSE
353,Riodinidae,,LASSUL,SPECIES,Lasaia,sula,,,Blue Metalmark,,,FALSE
274,Lycaenidae,Polyommatinae,LEP-SP,GENUS,Leptotes,sp.,,,Leptotes sp.,,,FALSE
272,Lycaenidae,Polyommatinae,LEPCAS,SPECIES,Leptotes,cassius,,,Cassius Blue,,,TRUE
273,Lycaenidae,Polyommatinae,LEPMAR,SPECIES,Leptotes,marina,,,Marine Blue,,,FALSE
826,Hesperiidae,Hesperiinae,LER-SP,GENUS,Lerema,sp.,,,Lerema sp.,,,FALSE
824,Hesperiidae,Hesperiinae,LERACC,SPECIES,Lerema,accius,,,Clouded Skipper,,,FALSE
825,Hesperiidae,Hesperiinae,LERLIR,SPECIES,Lerema,liris,,,Liris Skipper,,,FALSE
955,Hesperiidae,Hesperiinae,LERO-SP,GENUS,Lerodea,sp.,,,Lerodea sp.,,,FALSE
953,Hesperiidae,Hesperiinae,LEROARA,SPECIES,Lerodea,arabus,,,Violet-clouded Skipper,*,,FALSE
954,Hesperiidae,Hesperiinae,LERODYS,SPECIES,Lerodea,dysaules,,,Olive-clouded Skipper,*,,FALSE
952,Hesperiidae,Hesperiinae,LEROEUF,SPECIES,Lerodea,eufala,,,Eufala Skipper,,,FALSE
374,Nymphalidae,Libytheinae,LIBCAR,SPECIES,Libytheana,carinenta,,,American Snout,,,FALSE
532,Nymphalidae,Limenitidinae,LIM-SP,GENUS,Limenitis,sp.,,,Admiral sp.,,,FALSE
525,Nymphalidae,Limenitidinae,LIMARC,SPECIES,Limenitis,archippus,,,Viceroy,,,FALSE
521,Nymphalidae,Limenitidinae,LIMART,SPECIES,Limenitis,arthemis,,,Red-spotted Admiral,*,,FALSE
527,Nymphalidae,Limenitidinae,LIMLOR,SPECIES,Limenitis,lorquini,,,Lorquin's Admiral,*,,FALSE
526,Nymphalidae,Limenitidinae,LIMWEI,SPECIES,Limenitis,weidemeyerii,,,Weidemeyer's Admiral,*,,FALSE
322,Lycaenidae,Polyommatinae,LYC-SP,GENUS,Lycaeides,sp.,,,Lycaeides sp.,,,FALSE
162,Lycaenidae,Lycaeninae,LYCA-SP,GENUS,Lycaena,sp.,,,Copper sp.,,,FALSE
142,Lycaenidae,Lycaeninae,LYCAARO,SPECIES,Lycaena,arota,,,Tailed Copper,,,FALSE
144,Lycaenidae,Lycaeninae,LYCACUP,SPECIES,Lycaena,cupreus,,,Lustrous Copper,,,FALSE
145,Lycaenidae,Lycaeninae,LYCACUP,SUBSPECIES,Lycaena,cupreus,snowi,,Snow's' Lustrous Copper,,,FALSE
147,Lycaenidae,Lycaeninae,LYCADIO,SPECIES,Lycaena,dione,,,Gray Copper,,Considered one species by Scott - could have mis-IDs,FALSE
