Order,Family,Subfamily,UMD_Code,TaxLevel,Genus,Species,Subspecies,IncludeSubspecies,Common Name,NABA Comments,Comments,Stex-Mex OW only
707,Hesperiidae,Pyrginae,ACH-SP,GENUS,Achalarus,sp.,,,Achalarus sp.,,,FALSE
704,Hesperiidae,Pyrginae,ACHALB,SPECIES,Achalarus,albociliatus,,,Skinner's Cloudywing,,,FALSE
703,Hesperiidae,Pyrginae,ACHCAS,SPECIES,Achalarus,casica,,,Desert Cloudywing,,Scott calls Desert Hoary Edge,FALSE
706,Hesperiidae,Pyrginae,ACHJAL,SPECIES,Achalarus,jalapus,,,Jalapus Cloudywing,*,,FALSE
746,Hesperiidae,Pyrginae,ACHLTHR,SPECIES,Achlyodes,thraso,,,Sickle-winged Skipper,*,,TRUE
702,Hesperiidae,Pyrginae,ACHLYC,SPECIES,Achalarus,lyciades,,,Hoary Edge,,,FALSE
705,Hesperiidae,Pyrginae,ACHTOX,SPECIES,Achalarus,toxeus,,,Coyote Cloudywing,,,TRUE
536,Nymphalidae,Limenitidinae,ADE-SP,GENUS,Adelpha,sp.,,,Sister sp.,,,FALSE
535,Nymphalidae,Limenitidinae,ADEBAS,SPECIES,Adelpha,basiloides,,,Spot-celled Sister,,,FALSE
534,Nymphalidae,Limenitidinae,ADEBRE,SPECIES,Adelpha,bredowii,,,California Sister,,,FALSE
533,Nymphalidae,Limenitidinae,ADEFES,SPECIES,Adelpha,fessonia,,,Band-celled Sister,,Scott uses Limenitis,FALSE
842,Hesperiidae,Hesperiinae,ADOPRI,SPECIES,Adopaeoides,prittwitzi,,,Sunrise Skipper,,,FALSE
979,Hesperiidae,Megathyminae,AGA-SP,GENUS,Agathymus,sp.,,,Agathymus sp.,,,FALSE
978,Hesperiidae,Megathyminae,AGAALL,SPECIES,Agathymus,alliae,,,Mojave Giant-Skipper,,,FALSE
970,Hesperiidae,Megathyminae,AGAARY,SPECIES,Agathymus,aryxna,,,Arizona Giant-Skipper,*,,FALSE
971,Hesperiidae,Megathyminae,AGAARY,SUBSPECIES,Agathymus,aryxna,baueri,,Arizona Giant-Skipper,,,FALSE
972,Hesperiidae,Megathyminae,AGAARY,SUBSPECIES,Agathymus,aryxna,gentryi,,Arizona Giant-Skipper,*,,FALSE
973,Hesperiidae,Megathyminae,AGAEVA,SPECIES,Agathymus,evansi,,,Huachuca Giant-Skipper,,,FALSE
974,Hesperiidae,Megathyminae,AGAMAR,SPECIES,Agathymus,mariae,,,Mary's Giant-Skipper,,,FALSE
969,Hesperiidae,Megathyminae,AGANEU,SPECIES,Agathymus,neumoegeni,,,Orange Giant-Skipper,,(includes chisosensis ),FALSE
977,Hesperiidae,Megathyminae,AGAPOL,SPECIES,Agathymus,polingi,,,Poling's Giant-Skipper,,,FALSE
976,Hesperiidae,Megathyminae,AGAREM,SPECIES,Agathymus,remingtoni,,,Coahuila Giant-Skipper,,,FALSE
975,Hesperiidae,Megathyminae,AGASTE,SPECIES,Agathymus,stephensi,,,California Giant-Skipper,,,FALSE
338,Lycaenidae,Polyommatinae,AGR-SP,GENUS,Agriades,sp.,,,Agriades sp.,,,FALSE
375,Nymphalidae,Heliconiinae,AGRAVAN,SPECIES,Agraulis,vanillae,,,Gulf Fritillary,,,TRUE
337,Lycaenidae,Polyommatinae,AGRCAS,SPECIES,Agriades,cassiope,,,Heather Blue,*,,FALSE
333,Lycaenidae,Polyommatinae,AGRGLA,SPECIES,Agriades,glandon,,,Arctic Blue,*,"Scott uses genus Plebejus, also recognizes ssp. rustica and aquilo",FALSE
334,Lycaenidae,Polyommatinae,AGRGLA,SUBSPECIES,Agriades,glandon,glandon,,Glandon' Arctic Blue,,,FALSE
335,Lycaenidae,Polyommatinae,AGRGLA,SUBSPECIES,Agriades,glandon,franklinii,,Mountain' Arctic Blue,,,FALSE
336,Lycaenidae,Polyommatinae,AGRGLA,SUBSPECIES,Agriades,glandon,podarce,,Sierra' Arctic Blue,,,FALSE
671,Hesperiidae,Pyrginae,AGU-SP,GENUS,Aguna,sp.,,,Aguna sp.,,,FALSE
668,Hesperiidae,Pyrginae,AGUASA,SPECIES,Aguna,asander,,,Gold-spotted Aguna,,,FALSE
669,Hesperiidae,Pyrginae,AGUCLA,SPECIES,Aguna,claxon,,,Emerald Aguna,,,FALSE
670,Hesperiidae,Pyrginae,AGUMET,SPECIES,Aguna,metophis,,,Tailed Aguna,,,FALSE
166,Lycaenidae,Theclinae,ALLSTR,SPECIES,Allosmaitia,strophius,,,Strophius Hairstreak,,,FALSE
951,Hesperiidae,Hesperiinae,AMB-SP,GENUS,Amblyscirtes,sp.,,,Roadside-Skipper sp.,,,FALSE
931,Hesperiidae,Hesperiinae,AMBAEN,SPECIES,Amblyscirtes,aenus,,,Bronze Roadside-Skipper,,,FALSE
939,Hesperiidae,Hesperiinae,AMBAES,SPECIES,Amblyscirtes,aesculapius,,,Lace-winged Roadside-Skipper,,,FALSE
948,Hesperiidae,Hesperiinae,AMBALT,SPECIES,Amblyscirtes,alternata,,,Dusky Roadside-Skipper,,,FALSE
947,Hesperiidae,Hesperiinae,AMBBEL,SPECIES,Amblyscirtes,belli,,,Bell's Roadside-Skipper,,,FALSE
940,Hesperiidae,Hesperiinae,AMBCAR,SPECIES,Amblyscirtes,carolina,,,Carolina Roadside-Skipper,,,FALSE
930,Hesperiidae,Hesperiinae,AMBCAS,SPECIES,Amblyscirtes,cassus,,,Cassus Roadside-Skipper,,,FALSE
946,Hesperiidae,Hesperiinae,AMBCEL,SPECIES,Amblyscirtes,celia,,,Celia's Roadside-Skipper,,,FALSE
935,Hesperiidae,Hesperiinae,AMBELI,SPECIES,Amblyscirtes,elissa,,,Elissa Roadside-Skipper,,,FALSE
944,Hesperiidae,Hesperiinae,AMBEOS,SPECIES,Amblyscirtes,eos,,,Dotted Roadside-Skipper,,,FALSE
929,Hesperiidae,Hesperiinae,AMBEXO,SPECIES,Amblyscirtes,exoteria,,,Large Roadside-Skipper,,,FALSE
950,Hesperiidae,Hesperiinae,AMBFIM,SPECIES,Amblyscirtes,fimbriata,,,Orange-edged Roadside-Skipper,,,FALSE
934,Hesperiidae,Hesperiinae,AMBHEG,SPECIES,Amblyscirtes,hegon,,,Pepper and Salt Skipper,,,FALSE
932,Hesperiidae,Hesperiinae,AMBLIN,SPECIES,Amblyscirtes,linda,,,Linda's Roadside-Skipper,,,FALSE
942,Hesperiidae,Hesperiinae,AMBNER,SPECIES,Amblyscirtes,nereus,,,Slaty Roadside-Skipper,,,FALSE
943,Hesperiidae,Hesperiinae,AMBNYS,SPECIES,Amblyscirtes,nysa,,,Nysa Roadside-Skipper,,,FALSE
933,Hesperiidae,Hesperiinae,AMBOSL,SPECIES,Amblyscirtes,oslari,,,Oslar's Roadside-Skipper,,,FALSE
949,Hesperiidae,Hesperiinae,AMBPHY,SPECIES,Amblyscirtes,phylace,,,Orange-headed Roadside-Skipper,,,FALSE
941,Hesperiidae,Hesperiinae,AMBREV,SPECIES,Amblyscirtes,reversa,,,Reversed Roadside-Skipper,,,FALSE
928,Hesperiidae,Hesperiinae,AMBSIM,SPECIES,Amblyscirtes,simius,,,Simius Roadside-Skipper,,,FALSE
936,Hesperiidae,Hesperiinae,AMBTEX,SPECIES,Amblyscirtes,texanae,,,Texas Roadside-Skipper,,,FALSE
937,Hesperiidae,Hesperiinae,AMBTOL,SPECIES,Amblyscirtes,tolteca,,,Toltec Roadside-Skipper,*,,FALSE
938,Hesperiidae,Hesperiinae,AMBTOL,SUBSPECIES,Amblyscirtes,tolteca,prenda,,Prenda' Toltec Roadside-Skipper,,,FALSE
945,Hesperiidae,Hesperiinae,AMBVIA,SPECIES,Amblyscirtes,vialis,,,Common Roadside-Skipper,,,FALSE
570,Nymphalidae,Charaxinae,ANA-SP,GENUS,Anaea,sp.,,,Leafwing sp.,,,FALSE
565,Nymphalidae,Charaxinae,ANAAID,SPECIES,Anaea,aidea,,,Tropical Leafwing,,,FALSE
567,Nymphalidae,Charaxinae,ANAAND,SPECIES,Anaea,andria,,,Goatweed Leafwing,,,FALSE
566,Nymphalidae,Charaxinae,ANAFLO,SPECIES,Anaea,floridalis,,,Florida Leafwing,*,,FALSE
568,Nymphalidae,Charaxinae,ANAGLY,SPECIES,Anaea,glycerium,,,Angled Leafwing,,,FALSE
569,Nymphalidae,Charaxinae,ANAPIT,SPECIES,Anaea,pithyusa,,,Pale-spotted Leafwing,,,FALSE
516,Nymphalidae,Nymphalinae,ANAR-SP,GENUS,Anartia,sp.,,,Peacock sp.,,,FALSE
514,Nymphalidae,Nymphalinae,ANARCHR,SPECIES,Anartia,chrysopelea,,,Cuban Peacock,*,,FALSE
515,Nymphalidae,Nymphalinae,ANARFAT,SPECIES,Anartia,fatima,,,Banded Peacock,,,FALSE
513,Nymphalidae,Nymphalinae,ANARJAT,SPECIES,Anartia,jatrophae,,,White Peacock,,,TRUE
888,Hesperiidae,Hesperiinae,ANAT-SP,GENUS,Anatrytone,sp.,,,Anatrytone sp.,,,FALSE
886,Hesperiidae,Hesperiinae,ANATLOG,SPECIES,Anatrytone,logan,,,Delaware Skipper,,Scott uses Atrytone,FALSE
887,Hesperiidae,Hesperiinae,ANATMAZ,SPECIES,Anatrytone,mazai,,,Glowing Skipper,*,Scott has mazai as ssp. of logan - therefore dubious IDs,FALSE
834,Hesperiidae,Hesperiinae,ANC-SP,GENUS,Ancyloxypha,sp.,,,Least Skipper sp.,,,FALSE
833,Hesperiidae,Hesperiinae,ANCARE,SPECIES,Ancyloxypha,arene,,,Tropical Least Skipper,,,FALSE
832,Hesperiidae,Hesperiinae,ANCNUM,SPECIES,Ancyloxypha,numitor,,,Least Skipper,,,FALSE
116,Pieridae,Coliadinae,ANT-SP,GENUS,Anteos,sp.,,,Angled-Sulphur sp.,,,FALSE
114,Pieridae,Coliadinae,ANTCLO,SPECIES,Anteos,clorinde,,,White Angled-Sulphur,,,TRUE
85,Pieridae,Pierinae,ANTH-SP,GENUS,Anthocharis,sp.,,,Orangetip sp.,,,FALSE
78,Pieridae,Pierinae,ANTHCET,SPECIES,Anthocharis,cethura,,,Desert Orangetip,*,,FALSE
79,Pieridae,Pierinae,ANTHCET,SUBSPECIES,Anthocharis,cethura,pima,,Pima Orangetip,*,,FALSE
84,Pieridae,Pierinae,ANTHLAN,SPECIES,Anthocharis,lanceolata,,,Gray Marble,,,FALSE
83,Pieridae,Pierinae,ANTHMID,SPECIES,Anthocharis,midea,,,Falcate Orangetip,,,FALSE
80,Pieridae,Pierinae,ANTHSAR,SPECIES,Anthocharis,sara,,,Sara Orangetip,*,includes thoosa and julia,FALSE
81,Pieridae,Pierinae,ANTHSAR,SUBSPECIES,Anthocharis,sara,sara,,'Pacific' Sara Orangetip,,,FALSE
82,Pieridae,Pierinae,ANTHSAR,SUBSPECIES,Anthocharis,sara,stella,,'Stella' Sara Orangetip,,,FALSE
741,Hesperiidae,Pyrginae,ANTIEMO,SPECIES,Antigonus,emorsus,,,White Spurwing,*,,FALSE
115,Pieridae,Coliadinae,ANTMAE,SPECIES,Anteos,maerula,,,Yellow Angled-Sulphur,,,FALSE
372,Riodinidae,,APO-SP,GENUS,Apodemia,sp.,,,Apodemia sp.,,,FALSE
365,Riodinidae,,APOHEP,SPECIES,Apodemia,hepburni,,,Hepburn's Metalmark,,,FALSE
360,Riodinidae,,APOMOR,SPECIES,Apodemia,mormo,,,Mormon Metalmark,*,,FALSE
361,Riodinidae,,APOMOR,SUBSPECIES,Apodemia,mormo,virgulti,,Mormon Metalmark,,,FALSE
362,Riodinidae,,APOMOR,SUBSPECIES,Apodemia,mormo,mejicanus,,Mormon Metalmark,,,FALSE
363,Riodinidae,,APOMOR,SUBSPECIES,Apodemia,mormo,duryi,,Mormon Metalmark,,,FALSE
364,Riodinidae,,APOMUL,SPECIES,Apodemia,multiplaga,,,Narrow-winged Metalmark,,,FALSE
369,Riodinidae,,APONAI,SPECIES,Apodemia,nais,,,Nais Metalmark,*,,FALSE
370,Riodinidae,,APONAI,SUBSPECIES,Apodemia,nais,nais,,'Nais' Nais Metalmark,,,FALSE
371,Riodinidae,,APONAI,SUBSPECIES,Apodemia,nais,chisosensis,,'Chisos' Nais Metalmark,,,FALSE
366,Riodinidae,,APOPAL,SPECIES,Apodemia,palmeri,,,Palmer's Metalmark,,,FALSE
368,Riodinidae,,APOPHY,SPECIES,Apodemia,phyciodoides,,,Crescent Metalmark,,,FALSE
367,Riodinidae,,APOWAL,SPECIES,Apodemia,walkeri,,,Walker's Metalmark,,,FALSE
53,Pieridae,Pierinae,APPDRU,SPECIES,Appias,drusilla,,,Florida White,,,FALSE
168,Lycaenidae,Theclinae,ARAJAD,SPECIES,Arawacus,jada,,,Creamy Stripe-streak,,,FALSE
725,Hesperiidae,Pyrginae,ARTTRA,SPECIES,Arteurotia,tractipennis,,,Starred Skipper,,,FALSE
917,Hesperiidae,Hesperiinae,ASBCAP,SPECIES,Asbolis,capucinus,,,Monk Skipper,,,FALSE
65,Pieridae,Pierinae,ASCMON,SPECIES,Ascia,monuste,,,Great Southern White,,,TRUE
575,Nymphalidae,Apaturinae,AST-SP,GENUS,Asterocampa,sp.,,,Hackberry sp.,,,FALSE
571,Nymphalidae,Apaturinae,ASTCEL,SPECIES,Asterocampa,celtis,,,Hackberry Emperor,,,FALSE
573,Nymphalidae,Apaturinae,ASTCLY,SPECIES,Asterocampa,clyton,,,Tawny Emperor,,,FALSE
574,Nymphalidae,Apaturinae,ASTIDY,SUBSPECIES,Asterocampa,idyja,argus,,Cream-banded' Dusky Emperor,*,,FALSE
572,Nymphalidae,Apaturinae,ASTLEI,SPECIES,Asterocampa,leilia,,,Empress Leilia,,,FALSE
697,Hesperiidae,Pyrginae,ASTR-SP,GENUS,Astraptes,sp.,,,Flasher sp.,,,FALSE
694,Hesperiidae,Pyrginae,ASTRALA,SPECIES,Astraptes,alardus,,,Frosted Flasher,,,FALSE
696,Hesperiidae,Pyrginae,ASTRANA,SPECIES,Astraptes,anaphus,,,Yellow-tipped Flasher,,,FALSE
693,Hesperiidae,Pyrginae,ASTREGR,SPECIES,Astraptes,egregius,,,Small-spotted Flasher,,,FALSE
692,Hesperiidae,Pyrginae,ASTRFUL,SPECIES,Astraptes,fulgerator,,,Two-barred Flasher,,,FALSE
695,Hesperiidae,Pyrginae,ASTRGIL,SPECIES,Astraptes,gilberti,,,Gilbert's Flasher,,gilberti listed as ssp. of A. alector,FALSE
884,Hesperiidae,Hesperiinae,ATACAM,SPECIES,Atalopedes,campestris,,,Sachem,,,FALSE
167,Lycaenidae,Theclinae,ATLHAL,SPECIES,Atlides,halesus,,,Great Purple Hairstreak,,,FALSE
885,Hesperiidae,Hesperiinae,ATRARO,SPECIES,Atrytone,arogos,,,Arogos Skipper,,,FALSE
927,Hesperiidae,Hesperiinae,ATRY-SP,GENUS,Atrytonopsis,sp.,,,Atrytonopsis sp.,,,FALSE
925,Hesperiidae,Hesperiinae,ATRYCES,SPECIES,Atrytonopsis,cestus,,,Cestus Skipper,,,FALSE
920,Hesperiidae,Hesperiinae,ATRYDEV,SPECIES,Atrytonopsis,deva,,,Deva Skipper,,,FALSE
926,Hesperiidae,Hesperiinae,ATRYEDW,SPECIES,Atrytonopsis,edwardsii,,,Sheep Skipper,,same as A. ovinia from Scott?,FALSE
918,Hesperiidae,Hesperiinae,ATRYHIA,SPECIES,Atrytonopsis,hianna,,,Dusted Skipper,,,FALSE
919,Hesperiidae,Hesperiinae,ATRYHIA,SUBSPECIES,Atrytonopsis,hianna,loammi,,Dusted Skipper,,,FALSE
921,Hesperiidae,Hesperiinae,ATRYLUN,SPECIES,Atrytonopsis,lunus,,,Moon-marked Skipper,,,FALSE
923,Hesperiidae,Hesperiinae,ATRYPIT,SPECIES,Atrytonopsis,pittacus,,,White-barred Skipper,,,FALSE
924,Hesperiidae,Hesperiinae,ATRYPYT,SPECIES,Atrytonopsis,python,,,Python Skipper,,,FALSE
922,Hesperiidae,Hesperiinae,ATRYVIE,SPECIES,Atrytonopsis,vierecki,,,Viereck's Skipper,,,FALSE
701,Hesperiidae,Pyrginae,AUT-SP,GENUS,Autochton,sp.,,,Banded-Skipper sp.,,,FALSE
698,Hesperiidae,Pyrginae,AUTCEL,SPECIES,Autochton,cellus,,,Golden Banded-Skipper,*,,FALSE
700,Hesperiidae,Pyrginae,AUTCIN,SPECIES,Autochton,cincta,,,Chisos Banded-Skipper,,,FALSE
699,Hesperiidae,Pyrginae,AUTPSE,SPECIES,Autochton,pseudocellus,,,Sonoran Banded-Skipper,,,FALSE
13,Papilionidae,Papilioninae,BAT-SP,GENUS,Battus,sp.,,,Battus sp.,,,FALSE
11,Papilionidae,Papilioninae,BATPHI,SPECIES,Battus,philenor,,,Pipevine Swallowtail,,,FALSE
12,Papilionidae,Papilioninae,BATPOL,SPECIES,Battus,polydamas,,,Polydamas Swallowtail,,,FALSE
1,,,BFLY,BFLY,Butterfly,sp.,,,Butterfly sp.,,,FALSE
546,Nymphalidae,Limenitidinae,BIBHYP,SPECIES,Biblis,hyperia,,,Red Rim,,,FALSE
732,Hesperiidae,Pyrginae,BOL-SP,GENUS,Bolla,sp.,,,Bolla sp.,,,FALSE
731,Hesperiidae,Pyrginae,BOLBRE,SPECIES,Bolla,brennus,,,Obscure Bolla,,,FALSE
730,Hesperiidae,Pyrginae,BOLCLY,SPECIES,Bolla,clytius,,,Mottled Bolla,,,FALSE
427,Nymphalidae,Heliconiinae,BOLO-SP,GENUS,Boloria,sp.,,,Lesser fritillary sp.,,,FALSE
421,Nymphalidae,Heliconiinae,BOLOALB,SPECIES,Boloria,alberta,,,Alberta Fritillary,,,FALSE
422,Nymphalidae,Heliconiinae,BOLOAST,SPECIES,Boloria,astarte,,,Astarte Fritillary,*,,FALSE
423,Nymphalidae,Heliconiinae,BOLOAST,SUBSPECIES,Boloria,astarte,distincta,,Distinct' Astarte Fritillary,,,FALSE
412,Nymphalidae,Heliconiinae,BOLOBEL,SPECIES,Boloria,bellona,,,Meadow Fritillary,,,FALSE
425,Nymphalidae,Heliconiinae,BOLOCHA,SPECIES,Boloria,chariclea,,,Arctic Fritillary,*,B. c. montinus = titania (as per fu.net),FALSE
418,Nymphalidae,Heliconiinae,BOLOEPI,SPECIES,Boloria,epithore,,,Pacific Fritillary,,,FALSE
410,Nymphalidae,Heliconiinae,BOLOEUN,SPECIES,Boloria,eunomia,,,Bog Fritillary,,,FALSE
420,Nymphalidae,Heliconiinae,BOLOFRE,SPECIES,Boloria,freija,,,Freija Fritillary,,,FALSE
413,Nymphalidae,Heliconiinae,BOLOFRI,SPECIES,Boloria,frigga,,,Frigga Fritillary,,,FALSE
414,Nymphalidae,Heliconiinae,BOLOIMP,SPECIES,Boloria,improba,,,Dingy Fritillary,,,FALSE
415,Nymphalidae,Heliconiinae,BOLOIMP,SUBSPECIES,Boloria,improba,harryi,,'Wind River' Dingy Fritillary,,,FALSE
417,Nymphalidae,Heliconiinae,BOLOKRI,SPECIES,Boloria,kriemhild,,,Relict Fritillary,,,FALSE
424,Nymphalidae,Heliconiinae,BOLOMON,SPECIES,Boloria,montinus,,,Purplish Fritillary,*,(distinct from Old World titania) - Scott lists as B. titania,FALSE
409,Nymphalidae,Heliconiinae,BOLONAP,SPECIES,Boloria,napaea,,,Mountain Fritillary,*,,FALSE
426,Nymphalidae,Heliconiinae,BOLONAT,SPECIES,Boloria,natazhati,,,Cryptic Fritillary,,,FALSE
419,Nymphalidae,Heliconiinae,BOLOPOL,SPECIES,Boloria,polaris,,,Polaris Fritillary,,,FALSE
411,Nymphalidae,Heliconiinae,BOLOSEL,SPECIES,Boloria,selene,,,Silver-bordered Fritillary,,,FALSE
271,Lycaenidae,Polyommatinae,BRE-SP,GENUS,Brephidium,sp.,,,Pygmy-Blue sp.,,,FALSE
269,Lycaenidae,Polyommatinae,BREEXI,SPECIES,Brephidium,exile,,,Western Pygmy-Blue,,,FALSE
270,Lycaenidae,Polyommatinae,BREISO,SPECIES,Brephidium,isophthalma,,,Eastern Pygmy-Blue,,"Scott doesn't meantion this species, but has an eastern ssp. Of exile - could some exile be isophthalma?",FALSE
89,Pieridae,Coliadinae,C-COL,COMPLEX,Colias,philodice/eurytheme,,,Pooled Clouded/Orange Sulphers,,,FALSE
715,Hesperiidae,Pyrginae,CABPOT,SPECIES,Cabares,potrillo,,,Potrillo Skipper,,,FALSE
351,Riodinidae,,CAL-SP,GENUS,Calephelis,sp.,,,Calephelis sp.,,,FALSE
350,Riodinidae,,CALARI,SPECIES,Calephelis,arizonensis,,,Arizona Metalmark,*,,FALSE
342,Riodinidae,,CALBOR,SPECIES,Calephelis,borealis,,,Northern Metalmark,,,FALSE
233,Lycaenidae,Theclinae,CALL-SP,GENUS,Callophrys,sp.,,,Callophrys sp.,,,FALSE
213,Lycaenidae,Theclinae,CALLAUG,SPECIES,Callophrys,augustinus,,,Brown Elfin,,,FALSE
202,Lycaenidae,Theclinae,CALLDUM,SPECIES,Callophrys,dumetorum,,,Bramble Hairstreak,*,,FALSE
203,Lycaenidae,Theclinae,CALLDUM,SUBSPECIES,Callophrys,dumetorum,dumetorum,,Bramble' Bramble Hairstreak,,,FALSE
204,Lycaenidae,Theclinae,CALLDUM,SUBSPECIES,Callophrys,dumetorum,viridis,,'Coastal' Bramble Hairstreak,,,FALSE
205,Lycaenidae,Theclinae,CALLDUM,SUBSPECIES,Callophrys,dumetorum,apama,,Canyon' Bramble Hairstreak,,,FALSE
206,Lycaenidae,Theclinae,CALLDUM,SUBSPECIES,Callophrys,dumetorum,affinis,,Immaculate' Bramble Hairstreak,,,FALSE
221,Lycaenidae,Theclinae,CALLERY,SPECIES,Callophrys,eryphon,,,Western Pine Elfin,,,FALSE
214,Lycaenidae,Theclinae,CALLFOT,SPECIES,Callophrys,fotis,,,Desert Elfin,,,FALSE
224,Lycaenidae,Theclinae,CALLGRY,SPECIES,Callophrys,gryneus,,,Juniper Hairstreak,*,,FALSE
225,Lycaenidae,Theclinae,CALLGRY,SUBSPECIES,Callophrys,gryneus,gryneus,,Olive' Juniper Hairstreak,,,FALSE
226,Lycaenidae,Theclinae,CALLGRY,SUBSPECIES,Callophrys,gryneus,sweadneri,,Sweadner's' Juniper Hairstreak,,,FALSE
227,Lycaenidae,Theclinae,CALLGRY,SUBSPECIES,Callophrys,gryneus,siva,,Siva' Juniper Hairstreak,,,FALSE
228,Lycaenidae,Theclinae,CALLGRY,SUBSPECIES,Callophrys,gryneus,nelsoni,,Nelson's' Juniper Hairstreak,,,FALSE
229,Lycaenidae,Theclinae,CALLGRY,SUBSPECIES,Callophrys,gryneus,muiri,,Muir's' Juniper Hairstreak,,,FALSE
230,Lycaenidae,Theclinae,CALLGRY,SUBSPECIES,Callophrys,gryneus,loki,,Loki' Juniper Hairstreak,,,FALSE
231,Lycaenidae,Theclinae,CALLGRY,SUBSPECIES,Callophrys,gryneus,thornei,,'Thorne's' Juniper Hairstreak,,,FALSE
218,Lycaenidae,Theclinae,CALLHEN,SPECIES,Callophrys,henrici,,,Henry's Elfin,,,FALSE
232,Lycaenidae,Theclinae,CALLHES,SPECIES,Callophrys,hesseli,,,Hessel's Hairstreak,,,FALSE
217,Lycaenidae,Theclinae,CALLIRU,SPECIES,Callophrys,irus,,,Frosted Elfin,,,FALSE
223,Lycaenidae,Theclinae,CALLJOH,SPECIES,Callophrys,johnsoni,,,Johnson's Hairstreak,,,FALSE
219,Lycaenidae,Theclinae,CALLLAN,SPECIES,Callophrys,lanoraieensis,,,Bog Elfin,,,FALSE
212,Lycaenidae,Theclinae,CALLMCF,SPECIES,Callophrys,mcfarlandi,,,Sandia Hairstreak,,,FALSE
215,Lycaenidae,Theclinae,CALLMOS,SPECIES,Callophrys,mossii,,,Moss' Elfin,,,FALSE
220,Lycaenidae,Theclinae,CALLNIP,SPECIES,Callophrys,niphon,,,Eastern Pine Elfin,,,FALSE
216,Lycaenidae,Theclinae,CALLPOL,SPECIES,Callophrys,polios,,,Hoary Elfin,,,FALSE
207,Lycaenidae,Theclinae,CALLSHE,SPECIES,Callophrys,sheridanii,,,Sheridan's Hairstreak,*,,FALSE
208,Lycaenidae,Theclinae,CALLSHE,SUBSPECIES,Callophrys,sheridanii,sheridanii,,'White-lined' Sheridan's Hairstreak,,,FALSE
209,Lycaenidae,Theclinae,CALLSHE,SUBSPECIES,Callophrys,sheridanii,comstocki,,'Desert' Sheridan's Hairstreak,,,FALSE
210,Lycaenidae,Theclinae,CALLSHE,SUBSPECIES,Callophrys,sheridanii,lemberti,,Alpine' Sheridan's Hairstreak,,,FALSE
222,Lycaenidae,Theclinae,CALLSPI,SPECIES,Callophrys,spinetorum,,,Thicket Hairstreak,,,FALSE
211,Lycaenidae,Theclinae,CALLXAM,SPECIES,Callophrys,xami,,,Xami Hairstreak,,,FALSE
346,Riodinidae,,CALMUT,SPECIES,Calephelis,mutica,,,Swamp Metalmark,,,FALSE
343,Riodinidae,,CALNEM,SPECIES,Calephelis,nemesis,,,Fatal Metalmark,,,FALSE
344,Riodinidae,,CALPER,SPECIES,Calephelis,perditalis,,,Rounded Metalmark,*,nilas = perditalis as per NABA explanation,FALSE
957,Hesperiidae,Hesperiinae,CALPETH,SPECIES,Calpodes,ethlius,,,Brazilian Skipper,,,FALSE
347,Riodinidae,,CALRAW,SPECIES,Calephelis,rawsoni,,,Rawson's Metalmark,*,,FALSE
348,Riodinidae,,CALRAW,SUBSPECIES,Calephelis,rawsoni,rawsoni,,'Rawson's' Rawson's Metalmark,,,FALSE
349,Riodinidae,,CALRAW,SUBSPECIES,Calephelis,rawsoni,freemani,,'Freeman's' Rawson's Metalmark,,,FALSE
341,Riodinidae,,CALVIR,SPECIES,Calephelis,virginiensis,,,Little Metalmark,,,FALSE
345,Riodinidae,,CALWRI,SPECIES,Calephelis,wrighti,,,Wright's Metalmark,,,FALSE
257,Lycaenidae,Theclinae,CALY-SP,GENUS,Calycopis,sp.,,,Calycopis sp.,,,FALSE
255,Lycaenidae,Theclinae,CALYCEC,SPECIES,Calycopis,cecrops,,,Red-banded Hairstreak,,,FALSE
256,Lycaenidae,Theclinae,CALYISO,SPECIES,Calycopis,isobeon,,,Dusky-blue Groundstreak,,,TRUE
352,Riodinidae,,CARINO,SPECIES,Caria,ino,,,Red-bordered Metalmark,,,FALSE
739,Hesperiidae,Pyrginae,CARRCAN,SPECIES,Carrhenes,canescens,,,Hoary Skipper,,,FALSE
801,Hesperiidae,Heteropterinae,CARTPAL,SPECIES,Carterocephalus,palaemon,,,Arctic Skipper,,,FALSE
49,Pieridae,Pierinae,CATNIM,SPECIES,Catasticta,nimbice,,,Mexican Dartwhite,,,FALSE
295,Lycaenidae,Polyommatinae,CEL-SP,GENUS,Celastrina,sp.,,,Azure sp.,,,FALSE
718,Hesperiidae,Pyrginae,CELA-SP,GENUS,Celaenorrhinus,sp.,,,Celaenorrhinus sp.,,,FALSE
716,Hesperiidae,Pyrginae,CELAFRI,SPECIES,Celaenorrhinus,fritzgaertneri,,,Fritzgaertner's Flat,,,FALSE
717,Hesperiidae,Pyrginae,CELASTA,SPECIES,Celaenorrhinus,stallingsi,,,Stallings' Flat,,,FALSE
285,Lycaenidae,Polyommatinae,CELLAD,SPECIES,Celastrina,ladon,,,Spring Azure,*,Scott uses argiolus instead of ladon,FALSE
286,Lycaenidae,Polyommatinae,CELLAD,SUBSPECIES,Celastrina,ladon,ladon,,'Spring' Spring Azure,,,FALSE
287,Lycaenidae,Polyommatinae,CELLAD,SUBSPECIES,Celastrina,ladon,violacea,,'Edward's' Spring Azure,,,FALSE
288,Lycaenidae,Polyommatinae,CELLAD,SUBSPECIES,Celastrina,ladon,ssp.,,Cherry Gall' Spring Azure,,,FALSE
